Capillary Pressure,Saturation
nan,1.0
nan,1.0
nan,1.0
nan,1.0
0.02282637357711792,0.9902919305976315
0.12245434522628784,0.9698200679335353
0.1572333574295044,0.9523202974387222
0.1780121922492981,0.9190879463875884
0.160386323928833,0.8592559441843386
0.15513944625854492,0.7935715597172496
0.16458141803741455,0.6980744514826035
0.18687570095062256,0.5874414761773616
0.1995425820350647,0.4731823189204076
0.1959279179573059,0.34021848893785
0.21698230504989624,0.2618883686771321
0.24102455377578735,0.22054300927200954
0.2478603720664978,0.18832048104287158
0.2722577452659607,0.16903057009088404
0.29280972480773926,0.15607500229505186
0.30780017375946045,0.14523088221793812
0.30650216341018677,0.13348021665289636
0.3077429533004761,0.12446066281097953
0.31677430868148804,0.11878040943725328
0.32577234506607056,0.11450013770311208
0.33193856477737427,0.11044937115578812
0.3376460075378418,0.10689204076012118
0.3436349630355835,0.10378224547874781
0.3483421802520752,0.10079867805012394
0.35096287727355957,0.09779216010281833
0.3534061908721924,0.09499219682364822
0.35765957832336426,0.09241026347195447
0.3580693006515503,0.08928899293124025
0.3530184030532837,0.08528412742127972
0.35190171003341675,0.08146286606077298
0.3532435894012451,0.07924814100798679
0.35837286710739136,0.07757275314422106
0.36129331588745117,0.07565638483429725
0.36539191007614136,0.07391214541448637
0.3700309991836548,0.07223675755072065
0.3730776906013489,0.07038924079684201
0.3777638077735901,0.06874827871109887
0.38396310806274414,0.06726797025612778
0.3883563280105591,0.0655811071330212
0.39384132623672485,0.0640204718626641
0.3983234167098999,0.06241393555494354
0.3973380923271179,0.06024511153952079
0.40148836374282837,0.058454971082346464
0.4084329605102539,0.056859910033966767
0.4127955436706543,0.05500091802074727
0.4167092442512512,0.05310750022950519
0.42665404081344604,0.05179932066464702
0.43066132068634033,0.04994032865142752
0.4357950687408447,0.048219039750298356
0.4426892399787903,0.04664692922060039
0.44585657119750977,0.04478793720738089
0.4533752202987671,0.043330579271091525
0.45920729637145996,0.041666666666666664
0.4668276309967041,0.04026668502708161
0.4757118225097656,0.03901588175892775
0.48273754119873047,0.03763885063802442
0.4946144223213196,0.03660607729734692
0.5050737857818604,0.03541265032589737
0.5159799456596375,0.034207748095106946
0.52601557970047,0.032842192233544475
0.5422869920730591,0.031878270448912144
0.555374801158905,0.030627467180758285
0.5700028538703918,0.02944551546864959
0.583339273929596,0.028137335903791427
0.5955540537834167,0.02672587900486551
0.6079261302947998,0.025314422105939594
0.6181958317756653,0.02373083631690076
0.6321799755096436,0.022434132011383456
0.6476576328277588,0.02119480400257046
0.6697717905044556,0.020253832736619848
0.6921854019165039,0.01883090057835307
0.714156985282898,0.01779812723767557
0.7291288375854492,0.016168640411273295
0.7073322534561157,0.01248508216285688
0.703604519367218,0.01091297163315891
0.7094943523406982,0.010109703479298631
0.7134172916412354,0.009340861103460938
0.721663236618042,0.00883594969246305
0.7299944162368774,0.008342513540806023
0.7397099733352661,0.007952354723216745
0.7450274229049683,0.007458918571559717
0.7543094158172607,0.007206462866060773
0.7626216411590576,0.00696548241990269
0.7681927680969238,0.006667125677040301
0.7723866701126099,0.0063687689341779125
0.7781388759613037,0.006185164784724135
0.7831116318702698,0.006024511153952079
0.7875877618789673,0.005886808041861746
0.7911548614501953,0.005749104929771413
0.7940951585769653,0.005622877077021941
0.7986600399017334,0.0055999265583402185
0.7991434931755066,0.005427797668227302
0.8004603385925293,0.005324520334159552
0.8031347990036011,0.00530156981547783
0.8035522699356079,0.0051982924814100795
0.8039255142211914,0.005117965666024052
0.8053660988807678,0.00509501514734233
0.8059921264648438,0.005049114109978886
0.8060449957847595,0.00499173781327458
0.8067498207092285,0.004968787294592858
0.807836651802063,0.004968787294592858
0.8085225820541382,0.004957312035251997
0.8087547421455383,0.004934361516570274
0.808793306350708,0.004911410997888552
0.8084690570831299,0.004876985219865969
0.8083209991455078,0.004854034701184247
0.8087036609649658,0.004854034701184247
0.80817711353302,0.004819608923161664
0.8084665536880493,0.004819608923161664
0.8084375262260437,0.004808133663820802
0.8086655139923096,0.004808133663820802
0.8088290095329285,0.004808133663820802
0.8087211847305298,0.004796658404479941
0.808823823928833,0.004796658404479941
0.8089425563812256,0.004796658404479941
0.8090521693229675,0.004796658404479941
0.809171199798584,0.004796658404479941
0.8092447519302368,0.004796658404479941
0.809317946434021,0.004796658404479941
0.8094228506088257,0.004796658404479941
0.809486985206604,0.004796658404479941
0.8092785477638245,0.00478518314513908
0.8093257546424866,0.00478518314513908
0.809373140335083,0.00478518314513908
0.809384822845459,0.00478518314513908
0.8094100952148438,0.00478518314513908
0.8094195127487183,0.00478518314513908
0.8094350695610046,0.00478518314513908
0.8094448447227478,0.00478518314513908
0.8094399571418762,0.00478518314513908
0.8094407320022583,0.00478518314513908
0.8094438314437866,0.00478518314513908
0.8094514608383179,0.00478518314513908
0.8094626665115356,0.00478518314513908
0.809478223323822,0.00478518314513908
0.8094968199729919,0.00478518314513908
0.8095084428787231,0.00478518314513908
0.8095240592956543,0.00478518314513908
0.809539794921875,0.00478518314513908
0.8095722198486328,0.00478518314513908
0.8095921277999878,0.00478518314513908
0.8096171617507935,0.00478518314513908
0.8096492290496826,0.00478518314513908
0.8096797466278076,0.00478518314513908
0.8096849918365479,0.00478518314513908
0.8096835017204285,0.00478518314513908
0.8096830248832703,0.00478518314513908
0.8096859455108643,0.00478518314513908
0.8096863031387329,0.00478518314513908
0.8096888065338135,0.00478518314513908
0.8096944093704224,0.00478518314513908
0.8097089529037476,0.00478518314513908
0.8097101449966431,0.00478518314513908
0.8097047805786133,0.00478518314513908
0.8097023963928223,0.00478518314513908
0.809702455997467,0.00478518314513908
0.8097052574157715,0.00478518314513908
0.8097052574157715,0.00478518314513908
0.8097022771835327,0.00478518314513908
0.8097071051597595,0.00478518314513908
0.809700608253479,0.00478518314513908
0.8096998929977417,0.00478518314513908
0.8097052574157715,0.00478518314513908
0.8097079396247864,0.00478518314513908
0.8097114562988281,0.00478518314513908
0.8097151517868042,0.00478518314513908
0.809708833694458,0.00478518314513908
0.8097050189971924,0.00478518314513908
0.809704065322876,0.00478518314513908
0.8097048997879028,0.00478518314513908
0.8097072839736938,0.00478518314513908
0.8097040057182312,0.00478518314513908
0.8097059726715088,0.00478518314513908
0.809706449508667,0.00478518314513908
0.8097104430198669,0.00478518314513908
0.8097090721130371,0.00478518314513908
0.8097169399261475,0.00478518314513908
0.8097139596939087,0.00478518314513908
0.8097113370895386,0.00478518314513908
0.809709906578064,0.00478518314513908
0.809706449508667,0.00478518314513908
0.8097108602523804,0.00478518314513908
0.8097113966941833,0.00478518314513908
0.8097074627876282,0.00478518314513908
0.8097202181816101,0.00478518314513908
0.8097262382507324,0.00478518314513908
0.8097334504127502,0.00478518314513908
0.8097342252731323,0.00478518314513908
0.8097390532493591,0.00478518314513908
0.8097363710403442,0.00478518314513908
0.8097379207611084,0.00478518314513908
0.8097412586212158,0.00478518314513908
0.8097423315048218,0.00478518314513908
0.8097462058067322,0.00478518314513908
0.8097425103187561,0.00478518314513908
0.8097461462020874,0.00478518314513908
0.8097494840621948,0.00478518314513908
0.80974942445755,0.00478518314513908
0.8097469806671143,0.00478518314513908
0.8097519278526306,0.00478518314513908
0.8097500801086426,0.00478518314513908
0.8097479343414307,0.00478518314513908
0.8097496628761292,0.00478518314513908
0.8097488284111023,0.00478518314513908
0.809751570224762,0.00478518314513908
0.8097532987594604,0.00478518314513908
0.809748649597168,0.00478518314513908
0.8097497224807739,0.00478518314513908
0.8097481727600098,0.00478518314513908
0.80975341796875,0.00478518314513908
0.8097538352012634,0.00478518314513908
0.8097521066665649,0.00478518314513908
